coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Tirra Natural Costa Rica;94;Madison, Wisconsin;Tarrazú, Costa Rica;Medium Light;$22.00/12 ounces;59;77;6.47;22;Rica;Madison, Wisconsin;USA;Costa Rica
Colombia Huila Espiritu Blanc Geisha Semi-Washed Anaerobic;94;Taipei, Taiwan;Huila, Colombia;Medium Light;NT $480/100 grams;63;71;480;16.93121693;Colombia;Taipei, Taiwan;Taiwan;Colombia
Costa Rica San Ramon Yeast Washed;94;Zhubei, Taiwan;Tarrazu, Costa Rica;Light;NT $330/8 ounces;63;79;145.5;330;Rica;Zhubei, Taiwan;Taiwan;Costa Rica
Hawai’i Island Blend Espresso;94;Hilo, Hawaii;Ka‘ū and Kona growing regions, Big Island of Hawai’i;Medium Light;$20.00/4 ounces;52;70;17.64;20;;Hilo, Hawaii;USA;
Kenya Washed Kiambu Windrush AA;96;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $340/8 ounces;57;77;149.91;340;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Guatemala El Amate Maragogype;94;Chicago, Illinois;El Aguacatal, Hoja Blanca, Cuilco, Huehuetenango, Guatemala;Medium Light;$27.00/12 ounces;60;76;7.94;27;Guatemala;Chicago, Illinois;USA;Guatemala
Ethiopia Natural Guji Blue Donkey 23;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;58;76;143.3;325;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Natural Yirgacheffe Worka Nenke Abraham Mengiste;94;Chia-Yi, Taiwan;Gedeo Zone, SNNPR, southern Ethiopia;Medium Light;NT $290/8 ounces;60;78;127.87;290;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Koke;95;Lexington, Virginia;Yirgacheffe growing region, south-central Ethiopia;Light;$23.00/12 ounces;62;80;6.76;23;Ethiopia;Lexington, Virginia;USA;Ethiopia
Panama Florsa 100 Geisha FW 1600+;95;Taichung, Taiwan;Boquete growing region, Panama;Light;NT $450/227 grams;65;81;198.24;15.87301587;Panama;Taichung, Taiwan;Taiwan;Panama
Ethiopia Bench Maji Gesha Winey Natural G1;94;Taichung, Taiwan;Bench-Maji Zone, Southern Ethiopia;Medium Light;NT $310/227 grams;60;77;136.56;10.93474427;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
Wilton Benitez Sidra;94;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Medium Light;$22.00/8 ounces;58;74;9.7;22;Colombia;Madison, Wisconsin;USA;Colombia
Panama Hacienda La Esmeralda Geisha Natural;95;Taipei, Taiwan;Boquete growing region, western Panama;Medium Light;$22.00/4 ounces;60;77;19.4;22;Panama;Taipei, Taiwan;Taiwan;Panama
Panama Hacienda La Esmeralda Geisha Washed;95;Taipei, Taiwan;Boquete growing region, western Panama;Light;$20.00/4 ounces;64;78;17.64;20;Panama;Taipei, Taiwan;Taiwan;Panama
Grand Champion Red Bourbon Natural;96;Pahala, Hawaii;Ka'u growing district, Big Island of Hawai’i;Medium Light;$35.00/4 ounces;52;72;30.86;35;;Pahala, Hawaii;USA;
Sumatra Lintong Kardon;95;Portland, Maine;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$21.00/12 ounces;56;74;6.17;21;Indonesia;Portland, Maine;USA;Indonesia
Panama Finca Don Julian Geisha Washed;94;Yilan, Taiwan;Boquete, Panama;Light;NT $1,200/100 grams;65;81;1;;Panama;Yilan, Taiwan;Taiwan;Panama
Colombia Finca La Roca;94;San Diego, California;Planadas, Tolima Department, Colombia;Medium Light;$26.00/12 ounces;60;77;7.64;26;Colombia;San Diego, California;USA;Colombia
Ethiopia YirgZ;95;Chicago, Illinois;Yirgacheffe growing region, southern Ethiopia;Medium Light;$27.00/12 ounces;62;78;7.94;27;Ethiopia;Chicago, Illinois;USA;Ethiopia
Colombia Patio Bonita;94;Chicago, Illinois;Caldono, Calda Department, Colombia;Light;$27.00/12 ounces;64;80;7.94;27;Colombia;Chicago, Illinois;USA;Colombia
Ethiopia Yirgacheffe Farmgate;94;Chicago, Illinois;Yirgacheffe growing region, southern Ethiopia;Medium Light;$27.00/12 ounces;59;75;7.94;27;Ethiopia;Chicago, Illinois;USA;Ethiopia
Promise of Spring;94;Taitung, Taiwan;Costa Rica, Ethiopia;Medium Light;NT $450/200 grams;59;76;225;15.87301587;Ethiopia;Taitung, Taiwan;Taiwan;Ethiopia
Ethiopia Gesha Rebecca Natural;94;Yilan, Taiwan;Bench-Maji Zone, Southern Ethiopia;Medium Light;NT $500/200 grams;61;74;250;17.6366843;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Colombia Finca El Paraíso Geisha Sake;96;Hilo, Hawaii;Cauca, Colombia;Light;$60.00/4 ounces;65;82;52.91;60;Colombia;Hilo, Hawaii;USA;Colombia
Tanzania Nyasi Furaha;94;Lexington, Virginia;Mbeya, Ruvuma Region, Tanzania;Medium Light;$19.00/12 ounces;62;74;5.59;19;Tanzania;Lexington, Virginia;USA;Tanzania
Kenya Gachatha AA Top;95;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $330/8 ounces;58;74;145.5;330;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kenya Nyeri Gatuya Factory AA Top;94;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;Nt $325/8 ounces;57;76;143.3;;Kenya;Taipei, Taiwan;Taiwan;Kenya
Costa Rica Tarrazu Double Anaerobic Washed;94;Taipei, Taiwan;Tarrazu growing region, Costa Rica;Medium Light;NT $450/8 ounces;60;77;198.41;450;Rica;Taipei, Taiwan;Taiwan;Costa Rica
Wilton Benitez Pink Bourbon Colombia;98;Madison, Wisconsin;Piendamo, Cauca Department, Colombia;Medium Light;$20.00/8 ounces;62;78;8.82;20;Colombia;Madison, Wisconsin;USA;Colombia
Costa Rica Las Lajas SL28 Natural;95;Charlotte, North Carolina;Sabanilla de Alajuela, Central Valley, Costa Rica;Light;$30.00/12 ounces;62;80;8.82;30;Rica;Charlotte, North Carolina;USA;Costa Rica
Nano Genji #12 Ethiopia;95;Madison, Wisconsin;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$23.00/12 ounces;58;74;6.76;23;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Gesha Spirits;95;San Diego, California;Huila Department, Colombia;Light;$48.00/10 ounces;62;80;16.93;48;Colombia;San Diego, California;USA;Colombia
Panama HWC Coffee Estate Washed;94;Taichung, Taiwan;Panama;Medium Light;$80.00/8 ounces;59;73;35.27;80;Panama;Taichung, Taiwan;Taiwan;Panama
Colombia Fruit Maceration Series Lulo Bear;94;Jersey City, New Jersey;Armenia, Quindio Department, Colombia;Light;$30.00/250 grams;64;80;12;1.058201058;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Huila Charlotte Geisha Washed;94;Taipei, Taiwan;Huila Department, Colombia;Light;NT $450/8 ounces;65;79;198.41;450;Colombia;Taipei, Taiwan;Taiwan;Colombia
Colombia Wilton Benitez Double Anaerobic Thermal Shock Yellow Gesha;94;Jersey City, New Jersey;Piendamo, Cauca Department, Colombia;Light;$60.00/250 grams;62;80;24;2.116402116;Colombia;Jersey, New Jersey;USA;Colombia
More Floral;94;Taoyuan, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $300/8 ounces;66;80;132.28;300;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Yemen Al Kawlah Special Reserve Natural;95;Livingston, Montana;Hayma Kharijiya growing region, Yemen;Medium Light;$39.95/12 ounces;60;77;11.74;39.95;Yemen;Livingston, Montana;USA;Yemen
Kona K7;95;Hilo, Big Island of Hawai'i;Holualoa, Kona, Big Island of Hawai’i;Light;$35.00/4 ounces;63;79;30.86;35;;Hilo, Hawaii;USA;
Ecuador La Josefina Estate;94;Charlotte, North Carolina;El Chaco Canton, Parroquia Santa Rosa, Napo Province, Ecuador;Light;$25.00/12 ounces;62;84;7.35;25;Ecuador;Charlotte, North Carolina;USA;Ecuador
Ethiopia Kafa Natural;94;San Diego, California;Bonga Forest, Keficho-Shekicho Zone, southwest Ethiopia;Light;$23.00/12 ounces;65;79;6.76;23;Ethiopia;San Diego, California;USA;Ethiopia
El Salvador Bourbon Semi-Washed;94;Livingston, Montana;Cordillera de Llamatepec, El Salvador;Medium Light;$17.50/12 ounces;58;72;5.14;45794;Salvador;Livingston, Montana;USA;El Salvador
Ethiopia Worka Sakaro Anaerobic Natural;94;Richmond, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$22.00/12 ounces;62;78;6.47;22;Ethiopia;Richmond, Virginia;USA;Ethiopia
Bale Mountain Natural Ethiopia;94;Madison, Wisconsin;Werka, Guji Zone, Oromia Region, southern Ethiopia;Light;$23.00/12 ounces;64;80;6.76;23;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Sidama Arbegona 74158 Washed;94;Taichung, Taiwan;Sidamo growing region, south-central Ethiopia;Light;NT $240/227 grams;66;80;105.73;8.465608466;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
La Papaya Ecuador Geisha Natural;96;Madison, Wisconsin;Saraguro, Loja growing region, Ecuador;Medium Light;$29.00/12 ounces;59;75;8.52;29;Ecuador;Madison, Wisconsin;USA;Ecuador
Colombia Tolima Finca El Vergel Rebel Geisha;95;Taitung, Taiwan;Tolima, Colombia;Light;NT $550/200 grams;63;81;275;19.40035273;Colombia;Taitung, Taiwan;Taiwan;Colombia
Colombia Buenos Aires Honey Process-Yellow Velvet Peach;95;Changhua, Taiwan;Quindio Department, Pijao Village, Colombia;Medium Light;NT $520/200 grams;60;77;260;18.34215168;Colombia;Changhua, Taiwan;Taiwan;Colombia
Encounter of Summer;94;Taitung, Taiwan;Costa Rica, Ethiopia;Light;NT $450/200 grams;62;80;225;15.87301587;Ethiopia;Taitung, Taiwan;Taiwan;Ethiopia
Kenya;95;Taipei, Taiwan;Embu County, Kenya;Medium Dark;NT $680/225 grams;35;51;302.22;23.98589065;Kenya;Taipei, Taiwan;Taiwan;Kenya
SL34 Dark Roast;94;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Dark;$69.95/8 ounces;48;52;30.84;69.95;;Holualoa, Hawaii;USA;
Ethiopia Bench Maji Geisha Lucy Station Dark Roast;94;Yilan, Taiwan;Bench Maji Zone, Southern Ethiopia;Medium Dark;NT $600/200 grams;45;52;300;21.16402116;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Kenya AB Athena Plus;94;Taiyuan, Taiwan;Nyeri growing region, south-central Kenya;Dark;NT $800/8 ounces;33;44;352.73;800;Kenya;Taiyuan, Taiwan;Taiwan;Kenya
Kenya Muranga;94;Hsinchu, Taiwan;Embu County, Kenya;Medium Dark;NT $1,300/240 grams;41;44;0.42;;Kenya;Hsinchu, Taiwan;Taiwan;Kenya
Costa Rica Turrialba Volcano Honey Process;94;Taipei, Taiwan;Turrialba, Costa Rica;Medium Light;NT $325/8 ounces;59;77;143.3;325;Rica;Taipei, Taiwan;Taiwan;Costa Rica
Colombia Huila Finca El Triunfo Martha Zuñiga Pink Bourbon;94;Bozeman, Montana;Tolimas, Colombia;Medium Light;$32.00/12 ounces;58;74;9.41;32;Colombia;Bozeman, Montana;USA;Colombia
Kenya Kanwangi AA;94;San Diego, California;Kirinyaga County, south-central Kenya;Medium Light;$24.00/12 ounces;59;80;7.05;24;Kenya;San Diego, California;USA;Kenya
Ethiopia Bench Maji Geisha Lucy Station;94;Yilan, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $600/200 grams;64;83;300;21.16402116;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Ecuador Peñaherrera AAA;95;Topeka, Kansas;Imbabura Province, Ecuador;Medium Light;$25.00/12 ounces;60;77;7.35;25;Ecuador;Topeka, Kansas;USA;Ecuador
HWC Geisha Plus Geisha Black Espresso;95;Taichung, Taiwan;Colombia, Ethiopia;Medium Light;$45.00/8 ounces;54;72;19.84;45;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
Ethiopia Yirgacheffe Jade Lotus;94;Taichung, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$20.00/8 ounces;59;75;8.82;20;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
Blue Sunda Estate Java;94;Johns Creek, Georgia;West Java, Indonesia;Medium Light;$19.00/12 ounces;60;75;5.59;19;Indonesia;Johns Creek, Georgia;USA;Indonesia
La Papaya Natural Ecuador;95;Madison, Wisconsin;Saraguro, Loja, Ecuador;Medium Light;$19.00/8 ounces;58;80;8.38;19;Ecuador;Madison, Wisconsin;USA;Ecuador
Wilton Benitez Tabi VIP Colombia;95;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$22.00/12 ounces;64;86;6.47;22;Colombia;Madison, Wisconsin;USA;Colombia
El Mango Peru;94;Madison, Wisconsin;San Ignacio, Cajamarca, Peru;Medium Light;$19.00/12 ounces;56;77;5.59;19;Peru;Madison, Wisconsin;USA;Peru
Banko Gotiti Ethiopia;95;Madison, Wisconsin;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$20.00/12 ounces;60;78;5.88;20;Ethiopia;Madison, Wisconsin;USA;Ethiopia
El Morito Guatemala;94;Madison, Wisconsin;Mataquescuintla, Jalapa, Guatemala;Medium Light;$19.00/8 ounces;59;76;8.38;19;Guatemala;Madison, Wisconsin;USA;Guatemala
Pantan Musara Sumatra;95;Madison, Wisconsin;Pegasing, Takengon, Aceh Province, Sumatra, Indonesia;Medium Light;$23.00/12 ounces;56;78;6.76;23;Indonesia;Madison, Wisconsin;USA;Indonesia
Giakanja Kenya;94;Madison, Wisconsin;Nyeri County, Kenya;Medium Light;$25.00/12 ounces;59;79;7.35;25;Kenya;Madison, Wisconsin;USA;Kenya
Ethiopia Basha Bekele;95;Lexington, Virginia;Sidamo growing region, south-central Ethiopia;Light;$23.00/12 ounces;62;86;6.76;23;Ethiopia;Lexington, Virginia;USA;Ethiopia
Colombia Luz Helena Salazar Wine Yeast Grape Honey;94;Yilan, Taiwan;Quindio Department, Colombia;Medium Light;NT $700/200 grams;58;80;350;24.69135802;Colombia;Yilan, Taiwan;Taiwan;Colombia
Ka‘ū Malolactic Natural;94;Hilo, Big Island of Hawai’i;Ka‘ū growing region, Big Island of Hawai’i;Medium Light;$40.00/4 ounces;62;76;35.27;40;;Hilo, Hawaii;USA;
Jade Rabbit Espresso Blend;95;Taoyuan, Taiwan;Ethiopia, Kenya;Medium;NT $650/8 ounces;46;70;286.6;650;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Colombia Finca Paraiso Gesha Wilton Benitez;94;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$60.00/250 grams;64;84;24;2.116402116;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Finca La España Gesha;94;Jersey City, New Jersey;Planadas, Tolima Department, Colombia;Light;$60.00/250 grams;64;84;24;2.116402116;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Huila La Esperanza Pink Bourbon Honey;94;Zhubei, Taiwan;Huila, Colombia;Medium Light;NT $380/8 ounces;62;76;167.55;380;Colombia;Zhubei, Taiwan;Taiwan;Colombia
Ethiopia Halo Beriti Single-Origin Espresso;95;Sacramento, California;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$24.00/12 ounces;56;74;7.05;24;Ethiopia;Sacramento, California;USA;Ethiopia
Ethiopia Gora Kone;94;Sacramento, California;Sidamo growing region, southern Ethiopia;Light;$23.50/12 ounces;62;84;6.91;45800;Ethiopia;Sacramento, California;USA;Ethiopia
Ecuador Finca Lugmapata;94;San Rafael, California;Pallatanga, Chimborazo Province, Ecuador;Medium Light;$22.00/6 ounces;62;79;12.93;22;Ecuador;San Rafael, California;USA;Ecuador
Costa Rica Raisin Honey;94;Glendale, California;Dota, Tarrazú, Costa Rica;Medium Light;$26.00/12 ounces;60;76;7.64;26;Rica;Glendale, California;USA;Costa Rica
Quindio Gold Honey Colombia;94;Madison, Wisconsin;Circasia Municipality, Quindio Department, Colombia;Light;$18.00/8 ounces;62;80;7.94;18;Colombia;Madison, Wisconsin;USA;Colombia
Organic Peru San Fernando Tres Fincas Gesha;95;Viroqua, Wisconsin;Incawasi, La Convencion Province, Peru;Medium Light;$29.00/12 ounces;58;80;8.52;29;Peru;Viroqua, Wisconsin;USA;Peru
Kenya Washed Kiambu Gititu AB Top;95;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Light;NT $300/8 ounces;60;82;132.28;300;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Natural Guji Dasaya;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $290/8 ounces;62;86;127.87;290;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Kona Classic;94;Hilo, Hawaii;Kona growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;60;78;22.05;25;;Hilo, Hawaii;USA;
Hawai’i Ka‘ū Champagne Natural;94;Hilo, Hawaii;Ka‘ū growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;60;78;22.05;25;;Hilo, Hawaii;USA;
Ethiopia Sidamo Rumudamo Premium;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $400/8 ounces;64;84;176.37;400;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Yemen Natural Hamoud Abdullah AL-Khisheni;94;Chia-Yi, Taiwan;Al Hayma, Sana'a Governorate, Yemen;Light;NT $600/4 ounces;62;80;529.1;600;Yemen;Chia-Yi, Taiwan;Taiwan;Yemen
Guatemala Acatenango Gesha;94;Taichung, Taiwan;Acatenango growing region, Guatemala;Light;NT $1,200/227 grams;67;86;0.44;;Guatemala;Taichung, Taiwan;Taiwan;Guatemala
Kenya Gatomboya;94;Truckee, California;Nyeri growing region, south-central Kenya;Medium Light;$30.00/12 ounces;59;77;8.82;30;Kenya;Truckee, California;USA;Kenya
Ethiopia Guji;94;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $180/8 ounces;65;86;79.37;180;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Burundi Nemba Washed Process;94;Viroqua, Wisconsin;Kayanza, Northern Province, Burundi;Medium Light;$23.00/12 ounces;60;77;6.76;23;Burundi;Viroqua, Wisconsin;USA;
Worka Sakaro Ethiopia;95;Madison, Wisconsin;Worka Sakaro, Gedeb District, Gedeo Zone, Ethiopia;Light;$20.00/12 ounces;62;84;5.88;20;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Teremuka Peaberry Kenya;94;Madison, Wisconsin;Nakuru County, Kenya;Medium Light;$24.00/12 ounces;60;77;7.05;24;Kenya;Madison, Wisconsin;USA;Kenya
Teremuka Kenya;94;Madison, Wisconsin;Nakuru County, Kenya;Medium Light;$24.00/12 ounces;60;77;7.05;24;Kenya;Madison, Wisconsin;USA;Kenya
El Salvador La Muela Pacamara;94;Topeka, Kansas;Chalatenango, El Salvador;Medium Light;$23.00/12 ounces;58;77;6.76;23;Salvador;Topeka, Kansas;USA;El Salvador
Colombia Finca Juan Martin Aced Sidra;95;Billings, Montana;Cauca, Colombia;Light;$31.50/12 ounces;62;80;9.26;45808;Colombia;Billings, Montana;USA;Colombia
Guatemala Natural Santa Felisa Gesha SF-04 95;95;Chia-Yi, Taiwan;Acatenango, Chimaltenango Department, Guatemala;Medium Light;NT $650/4 ounces;59;75;573.19;650;Guatemala;Chia-Yi, Taiwan;Taiwan;Guatemala
Colombia Red Bomb;94;Lexington, Virginia;La Sierra, Medellin, Colombia;Medium Light;$25.00/12 ounces;59;77;7.35;25;Colombia;Lexington, Virginia;USA;Colombia
Ethiopia 2022 COE #3 Washed Temam 74110;95;Chia-Yi, Taiwan;Jimma Zone, Oromia region, southern Ethiopia;Light;NT $1,250/4 ounces;62;86;0.88;;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Espresso Giusto;94;Lexington, Virginia;Colombia, Guatemala, Mexico;Medium Light;$16.95/12 ounces;54;72;4.98;16.95;Mexico;Lexington, Virginia;USA;Mexico
Golden Parrot Blend Espresso;94;Chia-Yi, Taiwan;Guatemala, Ethiopia, Colombia;Medium Light;NT $210/8 ounces;58;78;92.59;210;Colombia;Chia-Yi, Taiwan;Taiwan;Colombia
Galaxy Gesha Quindio Colombia Edwin Noreña;95;Lee, Massachusetts;Circasia, Quindio Department, Colombia;Light;$38.45/12 ounces;65;86;11.3;38.45;Colombia;Lee, Massachusetts;USA;Colombia
Ka‘ū JN Farms Malolactic Honey;95;Hilo, Big Island of Hawai’i;Ka‘ū growing region, Big Island of Hawai’i;Light;$40.00/4 ounces;62;84;35.27;40;;Hilo, Hawaii;USA;
Colombia Finca El Paraiso Rose Tea;94;Yilan, Taiwan;Cauca Department, Colombia;Light;NT $500/100 grams;64;88;500;17.6366843;Colombia;Yilan, Taiwan;Taiwan;Colombia
Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration;94;Los Angeles, California;Huila Department, Colombia;Light;$23.95/310 grams;56;86;7.73;0.844797178;Colombia;Los Angeles, California;USA;Colombia
Colombia Cauca Granja Paraiso 92 – Pink Bourbon;94;Lake Forest, Illinois;Piendamo, Cauca Department, Colombia;Light;$34.99/12 ounces;67;99;10.29;34.99;Colombia;Lake Forest, Illinois;USA;Colombia
Ethiopia Gatta Anaerobic;94;Olympia, Washington;Sidamo growing region, southern Ethiopia;Light;$34.50/12 ounces;65;92;10.14;34.5;Ethiopia;Olympia, Washington;USA;Ethiopia
Colombia Osmanthus Bouquet Granja Paraiso 92;94;Seoul, South Korea;Piendamo, Cauca Department, Colombia;Light;KRW $28,000/100 grams;64;82;28;;Colombia;Seoul, South Korea;South Korea;Colombia
Colombia Granja Paraíso-92- Papayo Kōji;95;Hilo, Hawaii;Piendamó, Cauca Department, Colombia;Light;$40.00/4 ounces;64;84;35.27;40;Colombia;Hilo, Hawaii;USA;Colombia
Ethiopia Dinkalem Ademe Wush Wush;95;Floyd, Virginia;Guji Zone, Oromia Region, southern Ethiopia;Light;$28.00/12 ounces;62;84;8.23;28;Ethiopia;Floyd, Virginia;USA;Ethiopia
Colombia Pink Bourbon;95;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$30.00/250 grams;64;82;12;1.058201058;Colombia;Jersey, New Jersey;USA;Colombia
Kenya Kiambu Mandela Estate AA Washed Process;94;Taipei, Taiwan;Kiambu County, south-central Kenya;Medium Light;NT $349/8 ounces;60;77;153.88;349;Kenya;Taipei, Taiwan;Taiwan;Kenya
Costa Rica Volcán Azul Geisha Yeast-Washed;94;Zhubei, Taiwan;West Valley, Costa Rica;Light;NT $349/100 grams;62;80;349;12.31040564;Rica;Zhubei, Taiwan;Taiwan;Costa Rica
Ethiopia Yirgacheffe Adame G1 Natural;94;Taipei, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $550/8 ounces;63;79;242.5;550;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Kenya Gichathaini;94;Sacramento, California;Mathira West District, Nyeri growing region, Kenya;Light;$25.00/12 ounces;64;82;7.35;25;Kenya;Sacramento, California;USA;Kenya
Guatemala Retiro del Quisaya Natural Process;94;Durango, Colorado;San Martin Jilotepeque, Chimaltenango Department, Guatemala;Medium Light;$18.95/12 ounces;59;78;5.57;18.95;Guatemala;Durango, Colorado;USA;Guatemala
Ethiopia Sidama Karamo Anaerobic Natural;94;Bozeman, Montana;Sidamo growing region, south-central Ethiopia.;Medium Light;$35.00/12 ounces;62;79;10.29;35;;Bozeman, Montana;USA;
Colombia Geiner Montano;94;Sacramento, California;Huila Department, Colombia;Medium Light;$24.50/12 ounces;62;78;7.2;45801;Colombia;Sacramento, California;USA;Colombia
Kabiufa Papua New Guinea;94;Madison, Wisconsin;Kabiufa, Eastern Highlands, Papua New Guinea;Medium Light;$20.00/12 ounces;58;77;5.88;20;Guinea;Madison, Wisconsin;USA;
Ka‘u Red Catuai Peaberry;94;Hilo, Hawaii;Ka‘u growing region, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;59;74;26.46;30;;Hilo, Hawaii;USA;
Ethiopia Kayon Mountain;94;Lexington, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$20.95/12 ounces;64;82;6.16;20.95;Ethiopia;Lexington, Virginia;USA;Ethiopia
Panama Finca Las Nubes Geisha Microlot;94;Waterbury Center, Vermont;Boquete growing region, Panama;Medium Light;$15.00/8 ounces;60;77;6.61;15;Panama;Waterbury, Vermont;USA;Panama
Guatemala El Milagro Bourbon Especial;95;Topeka, Kansas;Huehuetenango, Guatemala;Medium Light;$28.00/12 ounces;60;78;8.23;28;Guatemala;Topeka, Kansas;USA;Guatemala
Costa Rica William Mora;94;Phoenix, Arizona;Tarrazu growing region, Costa Rica;Light;$28.00/12 ounces;65;84;8.23;28;Rica;Phoenix, Arizona;USA;Costa Rica
Ethiopia Duromina Agaro Gera;94;Mount Shasta, California;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Light;$17.00/12 ounces;62;81;5;17;Ethiopia;Mount Shasta, California;USA;Ethiopia
Winter 2022 Allocation Colombia;94;Phoenix, Arizona;Quindio Department, Colombia;Light;$50.00/6 ounces;62;80;29.39;50;Colombia;Phoenix, Arizona;USA;Colombia
