coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country
Black House;94;San Diego, California;"Oromia region, southern Ethiopia; Mandheling growing region, northern Sumatra, Indonesia.";Medium Light;$14.00/12 ounces;55;69;4,12;14.0;
Kenya Gachatha AA;96;Los Angeles, California;Nyeri growing region, south-central Kenya.;Medium Light;$24.95/12 ounces;54;76;7,33;24.95;
Burundi Kayanza Province Mpanga Washing Station;94;Seattle, Washington;Kayanza Province, northern Burundi.;Medium Light;$21.00/12 ounces;54;74;6,17;21.0;
Ethiopia Yirgacheffe Dabub Matebya;94;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$15.00/12 ounces;65;87;4,41;15.0;
Yemen Haraaz Red A+;94;Boulder, Colorado;Haraz (also spelled Haraaz) growing region, north-central Yemen;Medium Light;$19.00/8 ounces;54;74;8,38;19.0;Yemen
El Salvador Finca Loma La Gloria;94;La Jolla, California;El Boqueron, Volcan de San Salvador, El Salvador.;Light;$18.99/12 ounces;78;99;5,58;18.99;
Ethiopia Sidama Ardi;95;Seattle, Washington;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$19.00/12 ounces;57;78;5,59;19.0;
Ethiopia Washed Limu Gera;94;Chia-Yi, Taiwan;Limu Woreda, southwest Ethiopia.;Medium Light;$17.00/16 ounces;61;79;3,75;17.0;
Ethiopia Aricha;94;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Light;$24.00/16 ounces;62;88;5,29;24.0;
Ace Espresso;94;Toronto, Ontario, Canada;"Kenya; Brazil.";Medium Light;$16.00/16 ounces;55;72;3,53;16.0;
Colombia Special Process Microlot 511 “Memory Orchard” Espresso;94;Taoyuan City, Taiwan;Colombia;Medium;NT $2,000/16 ounces;47;56;0,44;;Colombia
Costa Rica Sonora Bourbon Natural;94;Sacramento, California;Central Valley, Costa Rica.;Light;$19.00/12 ounces;68;92;5,59;19.0;
The Secret Coffee;94;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Light;NTD $600/227 grams;66;99;264,32;;
Panama Finca Hartmann;95;Sacramento, California;Santa Clara, Panama.;Light;$17.50/12 ounces;63;81;5,14;45794,00;
Sumatra Ulos Batak;94;Sacramento, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$18.00/12 ounces;54;70;5,29;18.0;
Espresso Blend;94;Hsinchu City, Taiwan;"Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.";Medium;NT $520/225 grams;52;68;231,11;18.34215167548501;
Sillvia Solkiln N2 Level 95;96;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB $350/75 grams;59;80;466,67;;
Sweet Maria’s Acatenango Gesha;94;Pu’Er, Yunnan Province, China;Acatenango growing region, central Guatemala.;Medium Light;RMB $234/125 grams;60;74;187,2;;
Keremara AA Kenya;95;Lee, Massachusetts;Nyeri growing region, south-central Kenya.;Medium Light;$18.45/12 ounces;60;79;5,42;18.45;
Tchembe Gedeo Ethiopia;94;Lee, Massachusetts;Gedeo Zone, southern Ethiopia.;Medium Light;$30.95/12 ounces;58;72;9,1;30.95;
Ethiopia Yirgacheffe Gedeo;95;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$14.50/12 ounces;64;94;4,26;45791,00;
Finca La Aurora Camilina Geisha;95;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama.;Light;$48.50/8 ounces;62;88;21,38;48.5;
Sumatra Lake Toba Peaberry;94;Yorktown Heights, New York;Lake Toba growing region, northern Sumatra, Indonesia.;Medium;$18.00/12 ounces;47;65;5,29;18.0;
Sumatra Ulos Batak;94;San Rafael, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$17.25/12 ounces;56;70;5,07;17.25;
Ethiopian Washed Kochere G1 SO Espresso;94;Kaohsiung City, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$12.00/16 ounces;49;62;2,65;12.0;
Colombia Granja La Esperanza Grand Cru Mokka;94;Topeka, Kansas;Valle del Cauca growing region, Colombia.;Light;$27.50/12 ounces;65;86;8,08;45804,00;
Panama Esmeralda Geisha;96;Chicago, Illinois;Boquete growing region, western Panama.;Medium Light;$46.00/10 ounces;57;83;16,23;46.0;
Rum-Barrel Conditioned Ethiopia Gelena Abaya;94;Highland Park, New Jersey;Kersa district, Oromia region, southern Ethiopia.;Light;$12.00/8 ounces;65;85;5,29;12.0;
Finca La Mula Panama Geisha;96;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.25/8 ounces;57;81;21,72;49.25;
Milepost Kenya Nyeri Ruarai;94;Floyd, Virginia;Nyeri growing region, south-central Kenya.;Medium Light;$18.00/12 ounces;58;81;5,29;18.0;
Kenya Thiriku;95;Sacramento, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.50/12 ounces;56;77;5,14;45794,00;
Ari-Ari Seuri-Seuri;94;Paju City (Gyeonggi-do), South Korea;"Kenya; Ethiopia.";Medium Light;$12.00/200 grams;56;72;6;0.42328042328042326;
Jazz Apricot (Espresso);94;Taipei, Taiwan;"Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.";Medium;NTD $500/16 ounces;50;62;110,23;;
Ethiopia Biloya Organic;95;Olympia, Washington;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;55;75;4,92;16.75;
Organic Ethiopian Worka Special Prep;94;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia.;Light;$17.75/12 ounces;60;83;5,22;17.75;
Ethiopia Washed Yirgacheffe Alemu Station;94;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Light;$18.00/16 ounces;65;88;3,97;18.0;
Kenya Kianjuri AB;94;Boulder, Colorado;Meru County, central Kenya.;Medium;$18.00/12 ounces;53;68;5,29;18.0;
Kenya Nyeri Tambaya Peaberry;94;Seattle, Washington;Nyeri growing region, south-central Kenya.;Medium;$19.50/12 ounces;49;65;5,73;45796,00;
Ethiopian Yirgacheffe Idido Natural;94;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$18.00/12 ounces;58;83;5,29;18.0;
Kenya AA;95;New Taipei City, Taiwan;Central Kenya.;Medium Light;NT$500/8 ounces;56;79;220,46;500.0;
Ethiopia Suke Quto Organic;95;Ramsey, Minnesota;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.;Medium;$14.95/12 ounces;52;65;4,39;14.95;
Espresso Blend Spring 15;94;New Taipei City, Taiwan;"Ethiopia; Sumatra; Central America.";Medium;NT$290/8 ounces;48;54;127,87;290.0;
Esmeralda Leon Natural Geisha;96;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$45.00/8 ounces;71;89;19,84;45.0;
Shilcho Ethiopia, Red Cherry Initiative;94;San Diego, California;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$17.00/12 ounces;53;66;5;17.0;
Lomi Tasha Worka, Ethiopia;95;Los Angeles, California;Yirgacheffe growing district, southern Ethiopia.;Light;$25.00/12 ounces;64;85;7,35;25.0;
Laura’s Reserve SL-28;94;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium;$35.95/8 ounces;53;68;15,85;35.95;
Semeon Abay Ethiopia;95;Lee, Massachusetts;Southern and/or western Ethiopia.;Light;;66;84;;;
Kenya Nyeri Rukira AB;95;Chia-Yi, Taiwan;Nyeri County, Central Kenya.;Medium;$20.00/16 ounces;49;66;4,41;20.0;
Auromar Camilina Geisha;95;Topeka, Kansas;Boquete growing region, western Panama.;Light;$40.00/8 ounces;62;88;17,64;40.0;
Holiday Blend;95;Olympia, Washington;"El Salvador; Kenya.";Medium Light;$17.25/12 ounces;59;78;5,07;17.25;
Ethiopia Wenago Natural;95;Sacramento, California;Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.00/12 ounces;55;73;5,29;18.0;
Panama Geisha Holiday Blend;95;Los Angeles, California;Boquete growing region, western Panama.;Light;$24.00/150 grams;67;88;16;0.8465608465608465;
Panama Esmeralda Especial Geisha Bosque 2;94;Sacramento, California;Boquete growing region, western Panama;Medium;$62.00/8 ounces;50;65;27,34;62.0;Panama
Gratitude Special Blend;94;Longwood, Florida;Central America.;Medium;$12.50/12 ounces;46;64;3,67;45789,00;
Nicaragua Pacamara Reserve Los Congos;94;Boulder, Colorado;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;57;73;5,29;18.0;
Kenya Muthonjo AA;94;Bellingham, Washington;South-central Kenya.;Medium;$16.00/150 grams;49;64;10,67;0.564373897707231;
Ethiopia Ninety Plus Hachira N2;95;Yorktown Heights, New York;Yirgacheffe growing region, southern Ethiopia.;Medium;$30.00/12 ounces;51;67;8,82;30.0;
Perci Red Panama Gesha;95;Lee, Massachusetts;Silla Del Pando, Volcan, Panama.;Light;$72.45/12 ounces;74;101;21,3;72.45;
Kenya Karagoto;94;Berkeley, California;Nyeri County, Central Highlands, Kenya.;Medium;$12.99/12 ounces;54;66;3,82;36495,00;
Nekisse Natural Process Ethiopia;94;Lee, Massachusetts;Sidamo (also Sidama) growing region, southern Ethiopia.;Light;$30.95/12 ounces;64;89;9,1;30.95;
Ethiopia Yirgacheffe Gutiti;94;Ramsey, Minnesota;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$16.95/12 ounces;52;69;4,98;16.95;
Ulos Batak Sumatra Peaberry;95;Madison, Wisconsin;Northern Sumatra, Indonesia.;Medium Light;$18.50/12 ounces;54;78;5,44;45795,00;
Ethiopia Konga;94;Lexington, Virginia;Konga District, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.95/12 ounces;56;76;4,98;16.95;
Kenya AA Top 405A Espresso;95;Taoyuan City, Taiwan;Central Kenya.;Medium;NTD$ 1600 / 16 ounces;47;62;352,74;;
Seasonal Mini-Me Yirgacheffe Washed;94;Kaohsiung City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NTD $1000/16 ounces;52;68;220,46;;
Panama Mama Cata Natural;95;Longwood, Florida;Boquete growing region, western Panama.;Medium;$33.95/12 ounces;42;63;9,98;33.95;
High Mountain Red Bourbon;95;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium Light;$34.95/8 ounces;61;77;15,41;34.95;
Nicaragua Pacamara Reserve Los Congos;94;Sacramento, California;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;56;73;5,29;18.0;
Panama Duncan Natural Gesha;94;Sacramento, California;El Salto, Boquete growing region, Panama.;Light;$47.00/8 ounces;61;81;20,72;47.0;
Guatemala Acatenango Gesha;94;Billings, Montana.;Acatenango growing region, Guatemala.;Light;$22.00/8 ounces;72;87;9,7;22.0;
Kenya Kigwandi AA;94;Los Angeles, California;Nyeri County, central Kenya.;Medium Light;$19.95/12 ounces;53;70;5,86;19.95;
Ethiopia Homacho Waeno;95;Oakland, California;Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.;Medium Light;;62;75;;;
Colombia Granja Esperanza Gesha AAA;95;Oakland, California;Valle del Cauca growing region, Colombia.;Medium Light;;53;76;;;
Kenya Mathew Mugo;94;Driftless, Wisconsin;Kirinyaga County, central Kenya;Medium Light;$17.95/12 ounces;61;79;5,28;17.95;Kenya
Organic Ethiopian Banko Natural;94;Driftless, Wisconsin;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;59;75;4,92;16.75;
Kenya Nyeri;94;San Luis Obispo, California;Nyeri County, Central Highlands, Kenya.;Medium;$18.00 / 12 ounces;52;62;5,29;18.0;
Konga Natural Ethiopia;94;Topeka, Kansas;Konga District, Yirgacheffe growing region, southern Ethiopia.;Light;$17.82/12 ounces;62;84;5,24;17.82;
Kenya AA Giakanja;94;Yorktown Heights, New York;Nyeri County, Central Highlands, Kenya.;Medium Light;;53;71;;;
Ethiopia Chele’ Lektu;94;Jackson, MIssissippi;Yirgacheffe growing region, southern Ethiopia.;Medium;$14.00/12 ounces;52;68;4,12;14.0;
Ethiopia Boke Natural Grade 1 Espresso;94;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.50/12 ounces;56;66;5,14;45794,00;
Kochoha Espresso;94;Madison, Wisconsin;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium Light;$14.85/12 ounces;56;72;4,37;14.85;
Kenya Nyeri Giakanja;95;San Diego, California;Nyeri County, Central Highlands, Kenya.;Medium;$28.00/16 ounces;50;55;6,17;28.0;
Perci N2 L39;94;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB 235/125 g;55;78;188;;
Yirgacheffe Aricha Natural G1;94;South Korea;Yirgacheffe growing region, southern Ethiopia.;Medium Light;KRW$10,500/100 grams;59;74;10;;
Sumatra Tano Batak;94;Sacr;Lintong growing region, northern Sumatra, Indonesia.;Medium;$17.50/12 ounces;54;66;5,14;45794,00;
Panama Ironman Camilina Geisha;97;Los Angeles, California;Boquete growing region, western Panama.;Medium Light;$49.95/8 ounces;58;80;22,02;49.95;
Panama Estate Reserve: Elida Estate Natural;94;Boulder, Colorado;Boquete growing region, western Panama.;Medium Light;$18.00/12 ounces;58;80;5,29;18.0;
Byron’s Maracaturra Natural Nicaragua;94;Fort Bragg, California;Matagalpa growing region, Nicaragua.;Light;$16.50/12 ounces;64;80;4,85;45793,00;
Panama Chiriqui Finca Santa Teresa Geisha;94;Los Angeles, California;Volcan growing region, western Panama.;Light;$18.00/8 ounces;72;87;7,94;18.0;
Costa Rica Cerro San Luis Natural;94;Sacramento, California;San Luis de Grecia, central Costa Rica.;Medium Light;$17.90/12 ounces;57;74;5,26;45917,00;
Panama La Berlina Typica Natural;94;Tainan City, Taiwan;Boquete growing region, western Panama.;Medium Light;NT$ 480/8 ounces;56;76;211,64;480.0;
Costa Rica Flor de Santos Bourbon Natural;94;Kowloon, Hong Kong, China;Tarrazu growing region, central Costa Rica.;Medium Light;HK $178/200 grams;57;79;89;;
Panama NPGE Perci N2;94;Seoul, South Korea;Silla Del Pando, Volcan, Panama.;Medium Light;KRW 50,000/200 grams;59;77;25;;
El Salvador Cerro Las Ranas Espresso;94;Los Angeles, California;Apaneca, Ataco, El Salvador.;Medium Dark;$15.95/12 ounces;44;50;4,69;15.95;
Kii Kenya;94;Madison, Wisconsin;South-central Kenya.;Medium Light;$19.95/12 ounces;58;73;5,86;19.95;
Ethiopia Boke Washed Grade 1;95;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.00/12 ounces;57;82;5;17.0;
Ethiopia Semeon Abay N3;94;Seoul, South Korea;Southern and/or western Ethiopia.;Light;KRW 95,000/100 grams;62;87;95;;
Kenya Kahiriga;94;Redlands, California;Murang’a County, central Kenya.;Medium Light;$18.50/12 ounces;56;74;5,44;45795,00;
Ready-to-Drink Coffee Cold Brew;94;Raleigh, North Carolina;Yirgacheffe growing region, southern Ethiopia.;;$6.00/16 fluid ounces;;;1,32;6.0;
Elida Estate Panama;95;La Jolla, California;Elida Estate, western Panama.;Medium Light;$25.99/12 ounces;57;74;7,64;25.99;
Kenya Baragwi Kagongo Peaberry;94;Bedford, New Hampshire;South-central Kenya.;Medium;$14.50/12 ounces;49;71;4,26;45791,00;
Sumatra Ulos Batak;96;La Jolla, California;Northern Sumatra, Indonesia;Medium;$17.99/12 ounces;53;68;5,29;17.99;Indonesia
Washed Yirgacheffe;94;La Jolla, California;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.99/12 ounces;54;76;5,58;18.99;
Kenya Kikai;95;Lexington, Virginia;Bungoma region, western Kenya.;Medium Light;$17.75/12 ounces;57;77;5,22;17.75;
Ethiopia Yirgacheffe Kore Kochore;94;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$14.50/12 ounces;59;76;4,26;45791,00;
SO Espresso Brazil Fazenda Rainha Natural;94;Ramsey, Minnesota;Mogiana Region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;54;66;3,81;35034,00;
Papua New Guinea Kunjin;94;San Jose, California;Wahgi Valley, Western Highlands, Papua New Guinea.;Light;$16.50/12 ounces;64;82;4,85;45793,00;
Ethiopia Sidama Ardi;94;Santa Monica, California;Guji Zone, Sidama Province, southern Ethiopia.;Medium;$17.00/12 ounces;52;61;5;17.0;
Celinga Ethiopia Espresso;94;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57;73;4,85;45793,00;
Celinga Ethiopia;95;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57;73;4,85;45793,00;
Ethiopia Danch Meng;94;Cambria, California;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$19.50/12 ounces;57;77;5,73;45796,00;
Ethiopia Moplaco Yirgacheffe;94;Taichung City, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;TWD $450/100 grams;58;80;450;;
Ethiopia Yirga Natural Bedhatu;94;Chia-Yi, Taiwan;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Light;$23.00/16 ounces;65;90;5,07;23.0;
Kenya Nyeri Tambaya AA;95;Taichung City, Taiwan;Nyeri growing region, south-central Kenya.;Medium Light;TWD $450/100 grams;55;72;450;;
Guji Zone Ethiopia;95;La Jolla, California;Guji Zone, Oromia Region, Sidama Province, Ethiopia.;Medium Light;$17.99/12 ounces;59;77;5,29;17.99;
Colombia Cerro Azul Geisha;95;Bellingham, Washington;Valle del Cauca growing region, Colombia.;Medium;$20.00/150 grams;52;63;13,33;0.7054673721340388;
Colombia Cerro Azul Enano;94;San Rafael, California;Valle del Cauca growing region, Colombia.;Medium Light;$15.35/12 ounces;60;79;4,51;15.35;
Colombia Finca Monte Verde, Gildardo Gutierrez;94;San Francisco, California;Herrera, Tolima Department, west-central Colombia.;Medium Light;$19.50/12 ounces;58;73;5,73;45796,00;
